職位,網址
B2B Digital Marketing – Assistant Project Manager  數位行銷 - 專案副理,https//www.104.com.tw/job/7zeh7?jobsource=jolist_a_relevance
UR集團儲備菁英（商品企劃 / 視覺設計 / 電商營運 / 節目總監）,https//www.104.com.tw/job/7djwo?jobsource=jolist_a_relevance
[個金] 異常監控分析專員,https//www.104.com.tw/job/7gqav?jobsource=jolist_a_relevance
設計實習生 Design Intern_台北,https//www.104.com.tw/job/7j97q?jobsource=jolist_a_relevance
高級業務專員 Senior Sales Representative_台北,https//www.104.com.tw/job/61ym9?jobsource=jolist_a_relevance
"資深後端工程師(C#.Net, Java)",https//www.104.com.tw/job/7um6u?jobsource=jolist_a_relevance
BC_資安分析工程師(高雄),https//www.104.com.tw/job/7y4e2?jobsource=jolist_a_relevance
"國家衛生研究院健康大數據永續平台計畫(TCOG派駐台北醫學大學附設醫院)臨床研究護理師(Study Coordinator, SC)",https//www.104.com.tw/job/7us5l?jobsource=jolist_a_relevance
【資訊專才】 大數據資料分析師 Data Analyst,https//www.104.com.tw/job/789af?jobsource=jolist_a_relevance
【寵物科技產品】  大中華區線上客服專員 Online Customer Support Specialist,https//www.104.com.tw/job/6rft3?jobsource=jolist_a_relevance
Machine Learning Scientist,https//www.104.com.tw/job/46izo?jobsource=jolist_a_relevance
前端工程師 Front-End Engineer,https//www.104.com.tw/job/5f60k?jobsource=jolist_a_relevance
【金融科技】資料工程師(經驗行員),https//www.104.com.tw/job/775ql?jobsource=jolist_a_relevance
創意文案 Copywriter,https//www.104.com.tw/job/7z7pl?jobsource=jolist_a_relevance
RPA實施運維工程師,https//www.104.com.tw/job/7o09m?jobsource=jolist_a_relevance
112年研發替代役 - 研發工程師,https//www.104.com.tw/job/7476e?jobsource=jolist_a_relevance
資深自動化測試工程師 Sr. QA Automation Engineer_台北,https//www.104.com.tw/job/6gufj?jobsource=jolist_d_relevance
財務經理_台北,https//www.104.com.tw/job/7zrup?jobsource=jolist_d_relevance
MLB SMT PE 製造工程理級主管,https//www.104.com.tw/job/7digk?jobsource=jolist_d_relevance
[百萬年薪]內勤業務(保障底薪)(台中),https//www.104.com.tw/job/6qm5d?jobsource=jolist_d_relevance
【凱基銀行/智慧轉型處】大數據資料分析師(Data Analyst),https//www.104.com.tw/job/6o9js?jobsource=jolist_d_relevance
Product Manager - Taiwan R&D Center,https//www.104.com.tw/job/6dh26?jobsource=jolist_d_relevance
財務助理,https//www.104.com.tw/job/78pa1?jobsource=jolist_d_relevance
資深專案工程師(流行病管理),https//www.104.com.tw/job/7jz1z?jobsource=jolist_d_relevance
【顧問部】顧問師/高級顧問師 (數位金融商業顧問)-317317,https//www.104.com.tw/job/792zo?jobsource=jolist_d_relevance
Sr. Python Developer 開發工程師,https//www.104.com.tw/job/7x9tw?jobsource=jolist_d_relevance
(新竹)研發創新中心_影像AI演算法工程師,https//www.104.com.tw/job/7dcwl?jobsource=jolist_d_relevance
【醫療/生活消費品產業】專案執行/資深專案執行,https//www.104.com.tw/job/7xtfx?jobsource=jolist_d_relevance
Finance & Accounting Specialist 財務會計專員 (約聘，有機會轉正）,https//www.104.com.tw/job/7aych?jobsource=jolist_d_relevance
【顧問部】顧問師/高級顧問師/副理(資料工程顧問)-317317,https//www.104.com.tw/job/6zvmn?jobsource=jolist_d_relevance
業務助理 / 行政助理,https//www.104.com.tw/job/7mg8d?jobsource=jolist_d_relevance
業務經理/業務處長-F205,https//www.104.com.tw/job/72tqy?jobsource=jolist_d_relevance
『傳統早市-南區』傳統早市市場服飾銷售_0門檻_業界%數最優，直抽做多少抽多少,https//www.104.com.tw/job/7hyy6?jobsource=jolist_d_relevance
後端工程師senior,https//www.104.com.tw/job/7g7uv?jobsource=jolist_d_relevance
驗證工程師_新竹,https//www.104.com.tw/job/6jmgf?jobsource=jolist_d_relevance
智庫／實習生／儲備研究員／兼任助理,https//www.104.com.tw/job/7a3wu?jobsource=jolist_d_relevance
軟體技術主管,https//www.104.com.tw/job/7zl59?jobsource=jolist_d_relevance
Software Engineer in Test 軟體測試工程師 (約聘，歡迎新鮮人),https//www.104.com.tw/job/7dgk8?jobsource=jolist_d_relevance
5L新光人壽-數據分析襄理(數據管理人員),https//www.104.com.tw/job/7ve3g?jobsource=jolist_d_relevance
"軟體開發工程師 Python CMS Engineer(數數發中心, DDT)",https//www.104.com.tw/job/7pa4z?jobsource=jolist_d_relevance
Website Content Management Intern 網站內容管理實習生,https//www.104.com.tw/job/7bilv?jobsource=jolist_d_relevance
行銷實習生 Marketing Intern_台北,https//www.104.com.tw/job/7fvs4?jobsource=jolist_d_relevance
物流數位化工程師,https//www.104.com.tw/job/7xjkj?jobsource=jolist_d_relevance
[百萬年薪]內勤業務(台南),https//www.104.com.tw/job/7ouqf?jobsource=jolist_d_relevance
【S】BSP 軟體工程師 (新竹),https//www.104.com.tw/job/7xbuj?jobsource=jolist_d_relevance
前端應用工程師Front End Engineer(內湖),https//www.104.com.tw/job/5w7k9?jobsource=jolist_d_relevance
[大數據股市掘金系統] 專案工程師/助理工程師,https//www.104.com.tw/job/7512l?jobsource=jolist_d_relevance
『傳統早市-澎湖.墾丁』服飾銷售_享高業績抽成,https//www.104.com.tw/job/7hyyb?jobsource=jolist_d_relevance
[Data Sci] Technical Consultant (Data),https//www.104.com.tw/job/7wvvs?jobsource=jolist_d_relevance
網站專案管理 Project Manager (Junior),https//www.104.com.tw/job/7ycwu?jobsource=jolist_d_relevance
BC_資安程式設計師,https//www.104.com.tw/job/7qxkb?jobsource=jolist_d_relevance
"數據工程師 Data Engineer (Junior) - 數據科技(數數發中心, DDT)",https//www.104.com.tw/job/7nn2k?jobsource=jolist_d_relevance
CI1200 資訊工程師 IT Engineer,https//www.104.com.tw/job/7c357?jobsource=jolist_d_relevance
網路資安工程師,https//www.104.com.tw/job/6vrc0?jobsource=jolist_d_relevance
SA系統分析師,https//www.104.com.tw/job/6mrkv?jobsource=jolist_d_relevance
【不動產經紀人員/業務人員】(新北市林口區)房屋仲介/無經驗可培訓/轉職百萬年薪不是夢,https//www.104.com.tw/job/7yyzv?jobsource=jolist_d_relevance
L2343日文營運企劃分析師,https//www.104.com.tw/job/7yk68?jobsource=jolist_d_relevance
【AI團隊】演算法工程師 Algorithm Engineer_台北,https//www.104.com.tw/job/7df0a?jobsource=jolist_d_relevance
人力資源管理師/主管,https//www.104.com.tw/job/76jz8?jobsource=jolist_d_relevance
【研究發展處】Java Back-end Web Application Engineer 後端工程師,https//www.104.com.tw/job/7bdr2?jobsource=jolist_d_relevance
技術業務工程師,https//www.104.com.tw/job/7o5by?jobsource=jolist_d_relevance
【寵物科技新創實習】RD Intern - AI資料標註實習生,https//www.104.com.tw/job/7llx2?jobsource=jolist_d_relevance
外場餐飲服務數位行銷人員,https//www.104.com.tw/job/7jvu9?jobsource=jolist_d_relevance
系統導入管理師 IT Project Manager,https//www.104.com.tw/job/6kv0v?jobsource=jolist_d_relevance
系統工程師 SI Engineer_台北,https//www.104.com.tw/job/7fy1y?jobsource=jolist_d_relevance
股市投資研究助理(實習1年),https//www.104.com.tw/job/5wch0?jobsource=jolist_d_relevance
Java軟體工程師(資深者另議),https//www.104.com.tw/job/6xe0c?jobsource=jolist_d_relevance
【亞馬遜Amazon】跨境電商日文營運助理,https//www.104.com.tw/job/7hb7b?jobsource=jolist_d_relevance
C-數據科學家(台北),https//www.104.com.tw/job/601pg?jobsource=jolist_d_relevance
Product Marketing Intern 產品行銷實習生,https//www.104.com.tw/job/7z5gm?jobsource=jolist_d_relevance
【總部】CRM經營總監(我們願意提供高於市場行情的薪酬，給具價值的您※可供宿舍),https//www.104.com.tw/job/75uxv?jobsource=jolist_d_relevance
"好好證券-資深軟體測試工程師 ( QA, Quality Assurance）",https//www.104.com.tw/job/7zies?jobsource=jolist_d_relevance
Python工程師,https//www.104.com.tw/job/7g51e?jobsource=jolist_d_relevance
網頁前端工程師,https//www.104.com.tw/job/6g6eq?jobsource=jolist_d_relevance
專案經理 Project Manager_台北,https//www.104.com.tw/job/3wre1?jobsource=jolist_d_relevance
資深環境專案工程師(廢棄物與資源循環),https//www.104.com.tw/job/7uoee?jobsource=jolist_d_relevance
Web Commerce - Global Paid Media 電子商務資深專員 - 數位廣告行銷,https//www.104.com.tw/job/7vzr3?jobsource=jolist_d_relevance
IT/AI 數據分析工程師,https//www.104.com.tw/job/7x3ck?jobsource=jolist_d_relevance
【市場部】業務助理,https//www.104.com.tw/job/7yu1r?jobsource=jolist_d_relevance
918 - 客戶營運/企劃分析人員,https//www.104.com.tw/job/6f4o9?jobsource=jolist_d_relevance
ASP.NET C#程式設計師(新鮮人可),https//www.104.com.tw/job/6elkf?jobsource=jolist_d_relevance
數據分析工程師-屏南,https//www.104.com.tw/job/6o5g9?jobsource=jolist_d_relevance
自動化工程師(台南),https//www.104.com.tw/job/7x67j?jobsource=jolist_d_relevance
Business System Analyst 系統分析師,https//www.104.com.tw/job/2s6ep?jobsource=jolist_d_relevance
商業數據分析專員（實習生或工讀）,https//www.104.com.tw/job/7xun3?jobsource=jolist_d_relevance
影音剪輯軟體測試實習生 (QA Intern),https//www.104.com.tw/job/7g2r5?jobsource=jolist_d_relevance
Operation Specialist (Campaign Assistant),https//www.104.com.tw/job/6bqc2?jobsource=jolist_d_relevance
財經領航員-股市研究專員,https//www.104.com.tw/job/7m7hy?jobsource=jolist_d_relevance
資訊專長專案教師(資訊科技系),https//www.104.com.tw/job/800gp?jobsource=jolist_d_relevance
Showmore 客服主任,https//www.104.com.tw/job/7x0tn?jobsource=jolist_d_relevance
通路業務經理 Channel Sales Manager_台北,https//www.104.com.tw/job/7e55g?jobsource=jolist_d_relevance
【科技/消費品產業】專案執行/資深專案執行,https//www.104.com.tw/job/3maig?jobsource=jolist_d_relevance
尋找強立業務-福利無敵(住商南屯文山加盟店),https//www.104.com.tw/job/6v5pk?jobsource=jolist_d_relevance
新鮮人徵才計畫-技術類(網管&二級維運；可遠端工作),https//www.104.com.tw/job/7wm7h?jobsource=jolist_d_relevance
【資訊專才】大數據資料工程師,https//www.104.com.tw/job/7cl8r?jobsource=jolist_d_relevance
【PropTech數位人才招募】資料庫管理師(DBA),https//www.104.com.tw/job/7w63e?jobsource=jolist_d_relevance
【PropTech數位人才招募】資料庫管理師(DBA),https//www.104.com.tw/job/7w63e?jobsource=jolist_d_relevance
專案經理,https//www.104.com.tw/job/7dgd6?jobsource=jolist_d_relevance
Showmore 晚班客服兼職(全遠端),https//www.104.com.tw/job/7y0vu?jobsource=jolist_d_relevance
軟體專案經理,https//www.104.com.tw/job/3lis8?jobsource=jolist_d_relevance
【顧問部】顧問師/高級顧問師/副理(資料科學家)-317317,https//www.104.com.tw/job/6316g?jobsource=jolist_d_relevance
執行長業務特助（電子商務）,https//www.104.com.tw/job/6bw1f?jobsource=jolist_d_relevance
SEO&Web Commerce Senior Specialist -Chinese&English market       SEO和電子商務行銷專員/資深專員 – 中文&英文市場,https//www.104.com.tw/job/7yuyh?jobsource=jolist_d_relevance
【EBay & Qoo10】跨境電商歐美營運助理,https//www.104.com.tw/job/791si?jobsource=jolist_d_relevance
AI工程師//資料科學家/機器學習工程師/資料工程師,https//www.104.com.tw/job/7fm1t?jobsource=jolist_d_relevance
【不動產經紀人員】(台南)房屋仲介/轉職百萬年薪不是夢,https//www.104.com.tw/job/7bizu?jobsource=jolist_d_relevance
資安主任/經理 Information Security Manager_台北,https//www.104.com.tw/job/6wiw3?jobsource=jolist_d_relevance
"Software Engineer, Mobile Development (Intern)",https//www.104.com.tw/job/7vmzm?jobsource=jolist_d_relevance
Mobile App 測試實習生 (QA Intern),https//www.104.com.tw/job/703gr?jobsource=jolist_d_relevance
人資招募 Talent Resources,https//www.104.com.tw/job/6aw1u?jobsource=jolist_d_relevance
[全職]產品專案經理,https//www.104.com.tw/job/6wvn4?jobsource=jolist_d_relevance
AI/Big Data工程師(DTO),https//www.104.com.tw/job/7bl0d?jobsource=jolist_d_relevance
機械工程師(儲備主管),https//www.104.com.tw/job/7ix6r?jobsource=jolist_d_relevance
IT Helpdesk,https//www.104.com.tw/job/75sm9?jobsource=jolist_d_relevance
環境專案工程師,https//www.104.com.tw/job/7zuoc?jobsource=jolist_d_relevance
IT/AI 數據分析工程師,https//www.104.com.tw/job/7vqd4?jobsource=jolist_d_relevance
資料分析高級工程師,https//www.104.com.tw/job/7pauq?jobsource=jolist_a_relevance
MyGo擴編-土地開發專員/保障底薪+高抽成+提供大數據找地！(台中),https//www.104.com.tw/job/7rqfa?jobsource=jolist_a_relevance
SEO Coding 實習生,https//www.104.com.tw/job/7zm3c?jobsource=jolist_a_relevance
科技部_資料科學家 Data Scientist,https//www.104.com.tw/job/7b6bq?jobsource=jolist_a_relevance
E3000 物流系統規劃分析專員(台中全區)-資深者另議,https//www.104.com.tw/job/7wto1?jobsource=jolist_a_relevance
(資深)Java工程師 (Sr.) Java Engineer_台中,https//www.104.com.tw/job/76ix5?jobsource=jolist_a_relevance
『黃昏市場-南區』服飾銷售_享高業績抽成_年薪16個月,https//www.104.com.tw/job/7hyyf?jobsource=jolist_a_relevance
科研分析暨講座,https//www.104.com.tw/job/7yysm?jobsource=jolist_a_relevance
【網路專案管理】PM、專案經理、產品經理、專案管理師！加入台中矽谷,https//www.104.com.tw/job/74bvl?jobsource=jolist_a_relevance
(Sr.)Business Finance Analyst,https//www.104.com.tw/job/7u6xd?jobsource=jolist_a_relevance
業務行銷經理(AM),https//www.104.com.tw/job/7ypl5?jobsource=jolist_a_relevance
【亞馬遜Amazon】跨境電商歐美營運助理,https//www.104.com.tw/job/7h6vm?jobsource=jolist_a_relevance
Technical Support Specialist 技術支援專員,https//www.104.com.tw/job/7evgt?jobsource=jolist_a_relevance
【寵物科技新創實習】HR Intern,https//www.104.com.tw/job/6mbwf?jobsource=jolist_a_relevance
UI/UX 設計師,https//www.104.com.tw/job/61k30?jobsource=jolist_a_relevance
【雙北】機車外務員,https//www.104.com.tw/job/60lft?jobsource=jolist_a_relevance
【數據發展部】Java 程式設計師,https//www.104.com.tw/job/6u93x?jobsource=jolist_a_relevance
臺大計算機及資訊網路中心【TANet區域網路中心】網路、資安、雲端大數據管理人員,https//www.104.com.tw/job/7mnvk?jobsource=jolist_a_relevance
【市場開發部】跨境電商 業務諮詢師,https//www.104.com.tw/job/7c9lc?jobsource=jolist_a_relevance
"雲端數據工程師 - 數據科技 (數數發中心, DDT)",https//www.104.com.tw/job/7xlz1?jobsource=jolist_a_relevance
新鮮人徵才計畫-技術類(網管&二級維運；可遠端工作),https//www.104.com.tw/job/7wm7h?jobsource=jolist_c_relevance
【教研所】人才培育顧問專案規劃師,https//www.104.com.tw/job/7x6sa?jobsource=jolist_c_relevance
AI訓練師 - 實習生,https//www.104.com.tw/job/7zi97?jobsource=jolist_c_relevance
【資訊專才】大數據資料工程師,https//www.104.com.tw/job/7cl8r?jobsource=jolist_c_relevance
【PropTech數位人才招募】資料庫管理師(DBA),https//www.104.com.tw/job/7w63e?jobsource=jolist_c_relevance
"Software Engineer, Full Stack Engineer",https//www.104.com.tw/job/7p43z?jobsource=jolist_c_relevance
專案經理,https//www.104.com.tw/job/7dgd6?jobsource=jolist_c_relevance
軟體專案經理,https//www.104.com.tw/job/3lis8?jobsource=jolist_c_relevance
Executive Administrative Assistant,https//www.104.com.tw/job/7sh8k?jobsource=jolist_c_relevance
Digital Marketing Specialist資深數位理財行銷業務 (數位金融/網路行銷/FinTech),https//www.104.com.tw/job/7z8sc?jobsource=jolist_c_relevance
Account Executive ,https//www.104.com.tw/job/6s5jq?jobsource=jolist_c_relevance
B2C Marketing Communication Manager 行銷策略經理,https//www.104.com.tw/job/6vaw2?jobsource=jolist_c_relevance
【顧問部】顧問師/高級顧問師/副理(資料科學家)-317317,https//www.104.com.tw/job/6316g?jobsource=jolist_c_relevance
【RD】Python應用系統開發工程師,https//www.104.com.tw/job/7hujb?jobsource=jolist_c_relevance
SEO&Web Commerce Senior Specialist -Chinese&English market       SEO和電子商務行銷專員/資深專員 – 中文&英文市場,https//www.104.com.tw/job/7yuyh?jobsource=jolist_c_relevance
【EBay & Qoo10】跨境電商歐美營運助理,https//www.104.com.tw/job/791si?jobsource=jolist_c_relevance
(資深)專案經理,https//www.104.com.tw/job/745lo?jobsource=jolist_c_relevance
【不動產經紀人員】(台南)房屋仲介/轉職百萬年薪不是夢,https//www.104.com.tw/job/7bizu?jobsource=jolist_c_relevance
資安主任/經理 Information Security Manager_台北,https//www.104.com.tw/job/6wiw3?jobsource=jolist_c_relevance
【不動產經紀人員】(新北市全區)房屋仲介/30天工作體驗/不適應離職再領5萬轉職金,https//www.104.com.tw/job/564mu?jobsource=jolist_c_relevance
