職缺名稱,職缺連結,公司名稱,工作地區,薪資待遇
資料分析師(Data Analyst),https://www.104.com.tw/job/7ibxq?jobsource=jolist_a_relevance,衛利生物科技股份有限公司,新北市新店區,待遇面議
台南廠-MES自動化系統工程師,https://www.104.com.tw/job/7eo6y?jobsource=jolist_a_relevance,南茂科技股份有限公司,台南市新市區,"月薪39,000元以上"
ASP.NET MVC 網頁程式設計師 屏東農科園區,https://www.104.com.tw/job/7p9zy?jobsource=jolist_a_relevance,"大江生醫股份有限公司(TCI CO., Ltd)",屏東縣長治鄉,待遇面議
【不動產經紀人員】(台北市全區)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https://www.104.com.tw/job/74bay?jobsource=jolist_a_relevance,信義房屋股份有限公司,台北市內湖區,"月薪50,000元"
資深軟體研發工程師 (視覺檢測),https://www.104.com.tw/job/2ocip?jobsource=jolist_a_relevance,常鴻新科技股份有限公司,新竹縣竹北市,待遇面議
Ad Technology Manager,https://www.104.com.tw/job/7zp78?jobsource=jolist_a_relevance,香港商群邑有限公司台灣分公司,台北市松山區,待遇面議
.NET 網站程式設計師,https://www.104.com.tw/job/7aqni?jobsource=jolist_a_relevance,勤崴國際科技股份有限公司,台北市中正區,待遇面議
專案經理--高雄，台中和台北,https://www.104.com.tw/job/7wwav?jobsource=jolist_a_relevance,德昂資訊股份有限公司,高雄市左營區,遠端工作
產品經理 Product Manager,https://www.104.com.tw/job/6vla0?jobsource=jolist_a_relevance,威摩科技股份有限公司,台北市松山區,"年薪580,000~1,000,000元"
【不動產經紀人員】(桃園市地區)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https://www.104.com.tw/job/7bivn?jobsource=jolist_a_relevance,信義房屋股份有限公司,桃園市八德區,"月薪50,000元"
CH-【Semiconductor| World Leading Company | ESG】Risk Management Manager,https://www.104.com.tw/job/7zu9h?jobsource=jolist_a_relevance,卓恩管理顧問有限公司,台北市松山區,待遇面議
財務資深專員,https://www.104.com.tw/job/7yvj6?jobsource=jolist_a_relevance,億鴻系統科技股份有限公司,台北市內湖區,待遇面議
『前12個月，每月5萬』歡迎轉職(美容/汽車/百貨/保險/直銷/代銷)-不動產仲介專才,https://www.104.com.tw/job/61j0s?jobsource=jolist_a_relevance,永慶不動產清華加盟店_捷報不動產仲介經紀有限公司,新竹市,"月薪50,000元以上"
前端工程師,https://www.104.com.tw/job/7x6wi?jobsource=jolist_a_relevance,億鴻系統科技股份有限公司,台北市內湖區,"月薪45,000~70,000元"
環工專案經理,https://www.104.com.tw/job/3q9mi?jobsource=jolist_a_relevance,信諾科技有限公司,台北市大同區,"月薪40,000~60,000元"
系統企劃專案經理,https://www.104.com.tw/job/7ftf6?jobsource=jolist_a_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
花蓮 按件計酬面訪問卷人員,https://www.104.com.tw/job/78rfi?jobsource=jolist_c_relevance,典通股份有限公司,花蓮縣花蓮市,論件計酬120元以上
包裝品檢作業員/設備技術員,https://www.104.com.tw/job/7eiib?jobsource=jolist_c_relevance,擎雷防偽科技股份有限公司,新北市中和區,"月薪28,000~35,000元"
ASP.NET資深軟體工程師(台北),https://www.104.com.tw/job/33u6i?jobsource=jolist_c_relevance,文中資訊股份有限公司,台北市松山區,"月薪50,000元以上"
產品管理師 / 經理,https://www.104.com.tw/job/7k3ie?jobsource=jolist_c_relevance,紅門互動股份有限公司,台北市松山區,遠端工作
應用工程師(AI/影像處理/技術服務)【新竹】,https://www.104.com.tw/job/5vxaj?jobsource=jolist_c_relevance,竹陞科技股份有限公司,新竹縣竹北市,待遇面議
軟體專案管理師【SGH008 戰略數據中心】屏東農科園區,https://www.104.com.tw/job/7b42e?jobsource=jolist_c_relevance,"大江生醫股份有限公司(TCI CO., Ltd)",屏東縣長治鄉,待遇面議
【Sales】雲端銷售業務,https://www.104.com.tw/job/7hqy3?jobsource=jolist_c_relevance,宏碁雲架構服務股份有限公司,台北市信義區,待遇面議
軟體測試工程師,https://www.104.com.tw/job/7rdak?jobsource=jolist_c_relevance,日本NEC集團_統智科技股份有限公司,台北市內湖區,待遇面議
軟體研發驗證類：Software Engineer (QA) (Ｃ++ is nice to have)(應屆畢業生可)(竹北),https://www.104.com.tw/job/7ieg4?jobsource=jolist_c_relevance,"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",新竹縣竹北市,待遇面議
Data Product Manager,https://www.104.com.tw/job/7yldl?jobsource=jolist_c_relevance,Gogoro Taiwan Limited_睿能創意股份有限公司,台北市松山區,待遇面議
智慧建築-弱電規劃工程師,https://www.104.com.tw/job/7y07y?jobsource=jolist_c_relevance,云辰電子開發股份有限公司,新北市土城區,待遇面議
資料分析師(Data Analyst),https://www.104.com.tw/job/7ibxq?jobsource=jolist_c_relevance,衛利生物科技股份有限公司,新北市新店區,待遇面議
台南廠-MES自動化系統工程師,https://www.104.com.tw/job/7eo6y?jobsource=jolist_c_relevance,南茂科技股份有限公司,台南市新市區,"月薪39,000元以上"
ASP.NET MVC 網頁程式設計師 屏東農科園區,https://www.104.com.tw/job/7p9zy?jobsource=jolist_c_relevance,"大江生醫股份有限公司(TCI CO., Ltd)",屏東縣長治鄉,待遇面議
.NET 網站程式設計師,https://www.104.com.tw/job/7aqni?jobsource=jolist_c_relevance,勤崴國際科技股份有限公司,台北市中正區,待遇面議
資深軟體研發工程師 (視覺檢測),https://www.104.com.tw/job/2ocip?jobsource=jolist_c_relevance,常鴻新科技股份有限公司,新竹縣竹北市,待遇面議
Ad Technology Manager,https://www.104.com.tw/job/7zp78?jobsource=jolist_c_relevance,香港商群邑有限公司台灣分公司,台北市松山區,待遇面議
【不動產經紀人員】(桃園市地區)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https://www.104.com.tw/job/7bivn?jobsource=jolist_c_relevance,信義房屋股份有限公司,桃園市八德區,"月薪50,000元"
『前12個月，每月5萬』歡迎轉職(美容/汽車/百貨/保險/直銷/代銷)-不動產仲介專才,https://www.104.com.tw/job/61j0s?jobsource=jolist_c_relevance,永慶不動產清華加盟店_捷報不動產仲介經紀有限公司,新竹市,"月薪50,000元以上"
CH-【Semiconductor| World Leading Company | ESG】Risk Management Manager,https://www.104.com.tw/job/7zu9h?jobsource=jolist_c_relevance,卓恩管理顧問有限公司,台北市松山區,待遇面議
產品管理師 / 經理,https://www.104.com.tw/job/7k3ie?jobsource=jolist_d_relevance,紅門互動股份有限公司,台北市松山區,遠端工作
軟體測試工程師,https://www.104.com.tw/job/7rdak?jobsource=jolist_d_relevance,日本NEC集團_統智科技股份有限公司,台北市內湖區,待遇面議
軟體研發驗證類：Software Engineer (QA) (Ｃ++ is nice to have)(應屆畢業生可)(竹北),https://www.104.com.tw/job/7ieg4?jobsource=jolist_d_relevance,"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",新竹縣竹北市,待遇面議
BC_資安分析工程師,https://www.104.com.tw/job/4c5ms?jobsource=jolist_d_relevance,盟創科技股份有限公司(合勤企業集團),新竹市,待遇面議
總經理特助,https://www.104.com.tw/job/7qb9f?jobsource=jolist_d_relevance,ASUSTOR_華芸科技股份有限公司,台北市北投區,"年薪1,500,000~2,000,000元"
【不動產經紀人員】(桃園市地區)房仲業務/新鮮人大學畢無工作經驗首選,https://www.104.com.tw/job/56d33?jobsource=jolist_d_relevance,信義房屋股份有限公司,桃園市中壢區,"月薪50,000元"
數位廣告AE儲備業務(台北內湖),https://www.104.com.tw/job/5p53i?jobsource=jolist_d_relevance,優朋國際股份有限公司,台北市內湖區,"月薪30,000~300,000元"
自動化測試工程師,https://www.104.com.tw/job/7k7hz?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
Alteryx+BI--高級商業分析自動化顧問,https://www.104.com.tw/job/7y592?jobsource=jolist_d_relevance,德昂資訊股份有限公司,台北市松山區,遠端工作
AR Cloud Back-End 軟體工程師 【台北-AR Cloud】,https://www.104.com.tw/job/7wwyz?jobsource=jolist_d_relevance,中華系統整合股份有限公司,台北市大安區,待遇面議
【嵌入式設計服務電子研發部】電子高級/資深工程師,https://www.104.com.tw/job/6ir54?jobsource=jolist_d_relevance,艾訊股份有限公司,新北市汐止區,待遇面議
行政總監｜專案經理 Corporate Coordinator / Project Manager,https://www.104.com.tw/job/7zriu?jobsource=jolist_d_relevance,匡衡數據科技有限公司,台北市中正區,待遇面議
網路行銷工讀生_台北(協助校版PO文，可遠端工作),https://www.104.com.tw/job/7zuhx?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,台北市大安區,遠端工作
【總公司】數位研發專員/高級專員,https://www.104.com.tw/job/7kq2k?jobsource=jolist_d_relevance,新竹物流股份有限公司,台北市士林區,待遇面議
網頁前端工程師,https://www.104.com.tw/job/6o2pr?jobsource=jolist_d_relevance,日本NEC集團_統智科技股份有限公司,台北市內湖區,"月薪40,000~80,000元"
系統測試工程師【新竹】,https://www.104.com.tw/job/6x6ha?jobsource=jolist_d_relevance,竹陞科技股份有限公司,新竹縣竹北市,"月薪34,000~50,000元"
資深網頁行銷體驗設計師,https://www.104.com.tw/job/6w0e4?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
T-【2023軟體技術人才招募】Java SD / PG_人才招募(工作地點：台中),https://www.104.com.tw/job/7hg7w?jobsource=jolist_d_relevance,緯創軟體股份有限公司,台中市西屯區,待遇面議
PHP 或 Java後端工程師 (視訊/線上面談)-擴編職缺,https://www.104.com.tw/job/64v7o?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
軟體工程師 (SI),https://www.104.com.tw/job/7xalm?jobsource=jolist_d_relevance,衛利生物科技股份有限公司,新北市新店區,待遇面議
智慧製造業務 Sales Specialist,https://www.104.com.tw/job/7blns?jobsource=jolist_d_relevance,星擊科技股份有限公司,新竹市,待遇面議
業務專員【新竹】,https://www.104.com.tw/job/6gyqm?jobsource=jolist_d_relevance,竹陞科技股份有限公司,新竹縣竹北市,待遇面議
T-【2023軟體技術人才招募】.NET SD / PG_人才招募(工作地：台南),https://www.104.com.tw/job/737uf?jobsource=jolist_d_relevance,緯創軟體股份有限公司,台南市新市區,待遇面議
國內業務專員,https://www.104.com.tw/job/7az9y?jobsource=jolist_d_relevance,高登智慧科技股份有限公司,新竹市,"月薪33,000~55,000元"
Business Analyst Intern | 商務分析實習生,https://www.104.com.tw/job/7vc3y?jobsource=jolist_d_relevance,聯齊科技股份有限公司,台北市南港區,時薪180元
數據平台規劃人員,https://www.104.com.tw/job/7o6vq?jobsource=jolist_d_relevance,華南商業銀行股份有限公司,台北市信義區,"月薪50,000元以上"
[高雄] 中階/資深後端工程師 Mid/Senior Backend Engineer (Python/Django),https://www.104.com.tw/job/7ize1?jobsource=jolist_d_relevance,"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",高雄市前鎮區,"月薪50,000~150,000元"
PLC樓宇自動化BA工程師,https://www.104.com.tw/job/7dhjb?jobsource=jolist_d_relevance,群勝系統科技股份有限公司,台中市西屯區,待遇面議
Python後端工程師 (視訊/線上面談),https://www.104.com.tw/job/7hvan?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
ASP .Net 網路應用程式工程師,https://www.104.com.tw/job/2mroz?jobsource=jolist_d_relevance,信諾科技有限公司,台北市大同區,"月薪40,000~100,000元"
D4000 智能應用系統開發工程師,https://www.104.com.tw/job/7qd6n?jobsource=jolist_d_relevance,富邦媒體科技股份有限公司(富邦momo),台北市內湖區,"月薪35,000元以上"
軟體專案管理師/軟體專案經理,https://www.104.com.tw/job/7fxu7?jobsource=jolist_d_relevance,日本NEC集團_統智科技股份有限公司,台北市內湖區,"月薪50,000~100,000元"
Laravel 工程師【安穩僱用計畫2.0】,https://www.104.com.tw/job/7p9ep?jobsource=jolist_d_relevance,震江電力科技股份有限公司,新竹市,待遇面議
財務專員,https://www.104.com.tw/job/7qrgn?jobsource=jolist_d_relevance,紅門互動股份有限公司,台北市松山區,待遇面議
Technical Writer_Taipei,https://www.104.com.tw/job/7w9oo?jobsource=jolist_d_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
應用系統分析PM (Project Manager),https://www.104.com.tw/job/7np16?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
SEO 優化 & 網站分析專案經理,https://www.104.com.tw/job/7dx7u?jobsource=jolist_d_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
【電子商務部】AI數據工程師,https://www.104.com.tw/job/7tuo6?jobsource=jolist_d_relevance,積大企業有限公司,新北市汐止區,"月薪32,000~50,000元"
管理學院大數據科技及管理研究所誠徵專任助理教授(含)以上2名(公告至111.11.20截止),https://www.104.com.tw/job/7roqg?jobsource=jolist_d_relevance,臺北醫學大學,台北市大安區,待遇面議
業務經理 Sales Account Manager,https://www.104.com.tw/job/4p1i8?jobsource=jolist_d_relevance,振作國際股份有限公司,台北市松山區,"月薪32,000~209,000元"
【不動產經紀人員】(台南)房仲業務/轉職百萬年薪不是夢,https://www.104.com.tw/job/75jav?jobsource=jolist_a_relevance,信義房屋股份有限公司,台南市中西區,"月薪50,000元"
維運工程師(樹林O&M),https://www.104.com.tw/job/7fdg6?jobsource=jolist_a_relevance,遠通電收子公司_遠創智慧股份有限公司,新北市樹林區,"月薪35,000~55,000元"
Unity插件工程師,https://www.104.com.tw/job/7uxyw?jobsource=jolist_a_relevance,成強科技股份有限公司,新北市林口區,待遇面議
【產品團隊】Node.js工程師_台北,https://www.104.com.tw/job/6vggz?jobsource=jolist_a_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
數位廣告平台研發工程師,https://www.104.com.tw/job/7nhzs?jobsource=jolist_a_relevance,艾迪英特股份有限公司,台北市松山區,"年薪700,000~1,400,000元"
行銷助理（實習生）,https://www.104.com.tw/job/7vrap?jobsource=jolist_a_relevance,德昂資訊股份有限公司,台北市松山區,遠端工作
PLC與SCADA控制工程師,https://www.104.com.tw/job/5mp7q?jobsource=jolist_a_relevance,群勝系統科技股份有限公司,台中市西屯區,待遇面議
Linux 軟體工程師,https://www.104.com.tw/job/7vw9p?jobsource=jolist_a_relevance,竹陞科技股份有限公司,新竹縣竹北市,待遇面議
